transaction_id,customer_id,timestamp,amount,merchant_category,location,device_id,transaction_type,account_age_days
TX000895,C0246,2026-03-18T05:09:00,452.45,cash,City-1,D0,card,901
TX000896,C0154,2026-03-09T19:33:00,47.38,cash,City-4,D1,card,976
TX000897,C0156,2026-01-24T09:09:00,132.0,retail,City-1,D0,card,1443
TX000898,C0132,2026-03-27T11:08:00,183.02,grocery,City-2,D0,card,913
TX000899,C0196,2026-03-16T12:54:00,315.19,grocery,City-1,D1,card,1908
TX000900,C0035,2026-02-05T13:26:00,61.39,travel,City-0,D2,card,1416
TX000901,C0225,2026-01-15T12:56:00,183.96,retail,City-0,D0,card,1584
TX000902,C0197,2026-01-26T07:38:00,261.28,cash,City-2,D2,card,386
TX000903,C0230,2026-02-05T08:34:00,108.51,cash,City-0,D2,card,374
TX000904,C0029,2026-01-03T14:47:00,239.36,grocery,City-4,D2,card,1160
TX000905,C0017,2026-01-15T01:28:00,29.51,grocery,City-2,D2,card,570
TX000906,C0088,2026-03-07T15:13:00,97.11,cash,City-3,D1,card,1848
TX000907,C0089,2026-02-18T12:50:00,279.12,travel,City-4,D2,card,380
TX000908,C0143,2026-01-10T02:03:00,178.72,grocery,City-3,D2,card,397
TX000909,C0045,2026-01-20T17:37:00,369.56,retail,City-0,D0,card,1254
TX000910,C0100,2026-03-03T19:23:00,316.95,travel,City-0,D1,card,1327
TX000911,C0131,2026-02-20T09:00:00,437.64,travel,City-1,D2,card,218
TX000912,C0288,2026-03-06T01:55:00,239.11,grocery,City-3,D0,card,1051
TX000913,C0094,2026-01-29T22:42:00,119.5,travel,City-4,D1,card,1015
TX000914,C0101,2026-03-11T02:34:00,156.08,grocery,City-1,D2,card,1734
TX000915,C0288,2026-01-29T14:50:00,165.72,travel,City-3,D0,card,1602
TX000916,C0178,2026-03-21T20:00:00,207.15,travel,City-3,D1,card,330
TX000917,C0012,2026-02-16T16:32:00,192.31,travel,City-2,D0,card,1819
TX000918,C0191,2026-03-07T19:15:00,84.45,retail,City-1,D2,card,1035
TX000919,C0042,2026-01-08T02:14:00,2835.7,cash,City-4,D8160,card,1280
TX000920,C0117,2026-01-05T17:40:00,272.23,grocery,City-2,D0,card,1037
TX000921,C0142,2026-01-09T21:25:00,450.79,travel,City-2,D1,card,1578
TX000922,C0130,2026-02-12T10:57:00,131.36,grocery,City-0,D1,card,1443
TX000923,C0174,2026-01-07T09:32:00,484.17,retail,City-4,D6984,card,1061
TX000924,C0191,2026-01-26T05:17:00,111.55,retail,City-1,D2,card,1288
TX000925,C0009,2026-02-05T21:11:00,1264.5,travel,City-17,D9657,card,424
TX000926,C0212,2026-03-06T06:45:00,80.47,cash,City-2,D2,card,283
TX000927,C0166,2026-03-26T00:43:00,495.17,travel,City-1,D1,card,1368
TX000928,C0269,2026-03-21T07:37:00,32.64,travel,City-4,D2,card,713
TX000929,C0145,2026-02-28T16:46:00,175.71,retail,City-0,D1,card,1832
TX000930,C0040,2026-01-08T06:28:00,775.93,cash,City-11,D6463,card,1676
TX000931,C0270,2026-01-26T04:21:00,59.02,retail,City-0,D0,card,1772
TX000932,C0201,2026-01-16T18:00:00,332.43,retail,City-1,D0,card,1618
TX000933,C0254,2026-01-10T12:33:00,220.29,cash,City-4,D2,card,1509
TX000934,C0069,2026-03-09T00:19:00,989.48,retail,City-5,D4209,card,160
TX000935,C0134,2026-01-08T17:38:00,179.45,retail,City-4,D2,card,192
TX000936,C0203,2026-01-24T00:25:00,50.35,travel,City-3,D2,card,952
TX000937,C0054,2026-01-14T03:04:00,4559.88,cash,City-14,D6428,card,1779
TX000938,C0052,2026-03-09T01:02:00,309.99,cash,City-2,D1,card,1389
TX000939,C0009,2026-03-05T15:44:00,212.31,retail,City-4,D0,card,1129
TX000940,C0051,2026-02-26T08:21:00,131.36,travel,City-1,D0,card,1281
TX000941,C0234,2026-02-11T12:23:00,163.72,travel,City-4,D0,card,1071
TX000942,C0215,2026-01-29T00:41:00,138.5,retail,City-0,D2,card,1953
TX000943,C0058,2026-01-26T05:52:00,53.08,retail,City-3,D1,card,331
TX000944,C0056,2026-03-02T19:58:00,359.91,retail,City-1,D2,card,1690
TX000945,C0009,2026-03-25T10:27:00,106.67,grocery,City-4,D0,card,1171
TX000946,C0287,2026-02-15T23:01:00,189.32,cash,City-2,D2,card,1859
TX000947,C0205,2026-02-14T19:02:00,139.39,cash,City-0,D1,card,1124
TX000948,C0237,2026-03-05T03:17:00,228.22,cash,City-2,D0,card,212
TX000949,C0063,2026-03-19T03:33:00,5443.25,travel,City-19,D1066,card,1954
TX000950,C0106,2026-01-04T16:04:00,191.01,cash,City-1,D1,card,1869
TX000951,C0046,2026-02-22T02:10:00,122.75,cash,City-1,D1,card,1808
TX000952,C0181,2026-01-18T13:46:00,466.64,retail,City-1,D1,card,1531
TX000953,C0176,2026-01-19T14:57:00,213.74,grocery,City-1,D2,card,373
TX000954,C0176,2026-03-15T19:12:00,130.74,grocery,City-1,D2,card,523
TX000955,C0214,2026-03-07T10:10:00,548.08,retail,City-4,D1,card,429
TX000956,C0037,2026-03-11T11:56:00,337.0,cash,City-2,D1,card,58
TX000957,C0188,2026-01-21T22:40:00,391.39,grocery,City-3,D2,card,1573
TX000958,C0245,2026-03-26T03:04:00,5867.77,retail,City-17,D7796,card,812
TX000959,C0176,2026-03-16T04:21:00,819.97,travel,City-1,D2,card,146
TX000960,C0245,2026-01-19T03:21:00,418.99,retail,City-0,D2,card,1490
TX000961,C0113,2026-03-17T14:31:00,408.67,travel,City-3,D2,card,1881
TX000962,C0096,2026-01-07T02:03:00,279.39,travel,City-1,D0,card,168
TX000963,C0077,2026-02-22T23:42:00,1318.54,retail,City-3,D7141,card,1150
TX000964,C0025,2026-01-22T02:04:00,69.86,cash,City-0,D1,card,1539
TX000965,C0136,2026-03-20T22:41:00,481.64,travel,City-1,D1,card,390
TX000966,C0299,2026-01-07T03:37:00,218.81,grocery,City-4,D2,card,1788
TX000967,C0071,2026-03-04T05:45:00,277.1,travel,City-1,D2,card,987
TX000968,C0188,2026-03-08T18:03:00,258.32,cash,City-3,D2,card,1329
TX000969,C0267,2026-03-30T02:13:00,55.07,grocery,City-2,D0,card,966
TX000970,C0234,2026-02-22T23:44:00,261.63,retail,City-4,D0,card,589
TX000971,C0263,2026-01-11T16:40:00,44.56,cash,City-3,D2,card,1193
TX000972,C0063,2026-01-16T06:32:00,372.33,travel,City-3,D0,card,1795
TX000973,C0067,2026-01-03T08:36:00,117.23,grocery,City-2,D1,card,473
TX000974,C0065,2026-02-12T10:39:00,333.06,travel,City-0,D2,card,627
TX000975,C0154,2026-01-14T21:09:00,47.65,travel,City-4,D1,card,426
TX000976,C0036,2026-03-10T10:14:00,60.43,retail,City-1,D0,card,737
TX000977,C0164,2026-02-09T12:27:00,241.05,grocery,City-4,D2,card,339
TX000978,C0254,2026-03-12T01:08:00,241.99,travel,City-4,D2,card,68
TX000979,C0179,2026-01-25T13:58:00,220.88,travel,City-4,D2,card,1840
TX000980,C0142,2026-02-03T19:18:00,423.36,grocery,City-2,D1,card,761
TX000981,C0194,2026-01-05T16:55:00,95.53,travel,City-4,D2,card,536
TX000982,C0282,2026-03-11T18:30:00,127.1,grocery,City-2,D0,card,34
TX000983,C0203,2026-02-15T23:01:00,61.87,travel,City-3,D2,card,1238
TX000984,C0071,2026-01-21T13:25:00,186.41,travel,City-1,D2,card,397
TX000985,C0170,2026-01-13T10:18:00,109.88,cash,City-0,D2,card,637
TX000986,C0241,2026-03-23T04:13:00,145.93,travel,City-1,D1,card,1164
TX000987,C0001,2026-02-21T01:29:00,300.22,grocery,City-1,D1,card,613
TX000988,C0103,2026-01-14T19:12:00,2514.1,cash,City-11,D1986,card,1812
TX000989,C0137,2026-01-26T14:57:00,165.51,travel,City-2,D2,card,1475
TX000990,C0006,2026-02-24T10:05:00,112.52,travel,City-1,D0,card,1801
TX000991,C0198,2026-03-03T05:24:00,58.86,retail,City-3,D0,card,1353
TX000992,C0175,2026-02-07T21:10:00,388.01,grocery,City-7,D2897,card,1939
TX000993,C0199,2026-01-16T17:49:00,119.7,grocery,City-4,D1,card,1327
TX000994,C0299,2026-03-31T06:29:00,325.37,cash,City-4,D2,card,578
TX000995,C0005,2026-01-11T02:01:00,2330.02,travel,City-18,D3140,card,1303
TX000996,C0248,2026-03-21T13:51:00,83.65,travel,City-3,D2,card,1741
TX000997,C0237,2026-02-25T10:37:00,766.04,grocery,City-2,D0,card,674
TX000998,C0232,2026-03-10T21:17:00,536.1,travel,City-2,D1,card,1995
TX000999,C0157,2026-03-09T02:55:00,130.82,retail,City-2,D1,card,41
TX001000,C0081,2026-01-03T03:37:00,109.34,grocery,City-1,D0,card,461
TX001001,C0256,2026-03-02T13:58:00,341.2,grocery,City-1,D1,card,1549
TX001002,C0185,2026-02-11T07:13:00,267.23,grocery,City-0,D2,card,1594
TX001003,C0123,2026-01-12T04:02:00,174.35,grocery,City-3,D0,card,1511
TX001004,C0176,2026-03-29T17:02:00,183.52,retail,City-1,D2,card,1194
TX001005,C0034,2026-03-19T19:49:00,281.35,grocery,City-4,D1,card,1245
TX001006,C0228,2026-02-18T21:48:00,458.23,grocery,City-3,D0,card,1918
TX001007,C0232,2026-01-03T17:48:00,651.74,travel,City-2,D1,card,123
TX001008,C0217,2026-03-31T10:50:00,45.45,travel,City-2,D1,card,1358
TX001009,C0231,2026-03-19T03:51:00,167.33,grocery,City-1,D0,card,1018
TX001010,C0150,2026-02-07T16:44:00,424.83,cash,City-0,D0,card,1413
TX001011,C0042,2026-01-17T20:47:00,421.2,retail,City-2,D0,card,844
TX001012,C0296,2026-02-17T05:00:00,254.43,grocery,City-1,D2,card,1418
TX001013,C0294,2026-02-11T13:18:00,215.67,grocery,City-4,D0,card,461
TX001014,C0021,2026-02-12T14:22:00,159.33,travel,City-1,D0,card,709
TX001015,C0075,2026-02-16T15:17:00,116.79,travel,City-0,D0,card,811
TX001016,C0007,2026-03-31T18:35:00,971.41,retail,City-2,D1,card,48
TX001017,C0082,2026-02-20T17:12:00,363.33,travel,City-2,D1,card,1965
TX001018,C0226,2026-02-21T01:53:00,390.02,cash,City-16,D2464,card,1416
TX001019,C0109,2026-01-28T16:26:00,415.62,cash,City-4,D1,card,1836
TX001020,C0023,2026-03-03T05:34:00,265.24,travel,City-3,D2,card,1335
TX001021,C0237,2026-03-02T17:00:00,449.11,travel,City-2,D0,card,1097
TX001022,C0230,2026-01-07T12:43:00,94.24,travel,City-0,D2,card,393
TX001023,C0265,2026-03-29T09:27:00,186.6,travel,City-0,D1,card,97
TX001024,C0060,2026-03-20T05:10:00,608.46,grocery,City-0,D0,card,453
TX001025,C0054,2026-02-10T21:22:00,334.79,travel,City-4,D0,card,697
TX001026,C0276,2026-02-02T21:08:00,160.73,travel,City-1,D0,card,1498
TX001027,C0096,2026-03-06T14:33:00,89.21,retail,City-1,D0,card,237
TX001028,C0291,2026-01-07T14:45:00,62.33,travel,City-1,D0,card,1451
TX001029,C0140,2026-02-22T09:36:00,184.39,retail,City-0,D2,card,968
TX001030,C0164,2026-01-26T11:47:00,242.84,retail,City-4,D2,card,1306
TX001031,C0281,2026-02-15T13:58:00,81.72,retail,City-1,D2,card,1279
TX001032,C0186,2026-02-12T22:00:00,102.65,retail,City-1,D0,card,381
TX001033,C0079,2026-02-26T02:53:00,509.15,grocery,City-4,D1,card,1081
TX001034,C0081,2026-03-18T18:46:00,129.22,grocery,City-1,D0,card,160
TX001035,C0206,2026-02-19T05:52:00,166.89,retail,City-1,D2,card,274
TX001036,C0000,2026-02-01T11:07:00,208.88,grocery,City-0,D0,card,1155
TX001037,C0298,2026-03-09T13:44:00,510.75,grocery,City-3,D1,card,1702
TX001038,C0139,2026-02-10T16:50:00,72.23,retail,City-4,D1,card,1371
TX001039,C0037,2026-02-06T15:55:00,355.81,cash,City-2,D1,card,248
TX001040,C0032,2026-01-27T00:14:00,108.5,travel,City-2,D2,card,1648
TX001041,C0274,2026-02-09T09:45:00,581.94,travel,City-4,D1,card,235
TX001042,C0122,2026-02-05T06:07:00,32.19,cash,City-2,D2,card,1395
TX001043,C0082,2026-03-31T08:06:00,237.35,retail,City-2,D1,card,1717
TX001044,C0084,2026-01-04T10:47:00,35.35,retail,City-4,D0,card,835
TX001045,C0039,2026-01-31T18:38:00,337.55,cash,City-4,D0,card,699
TX001046,C0221,2026-01-03T04:25:00,113.7,grocery,City-1,D2,card,582
TX001047,C0135,2026-01-01T11:15:00,39.5,grocery,City-0,D0,card,1467
TX001048,C0073,2026-02-08T16:23:00,158.76,grocery,City-3,D1,card,783
TX001049,C0200,2026-01-22T08:32:00,565.12,travel,City-0,D2,card,1780
TX001050,C0232,2026-03-10T17:10:00,761.29,grocery,City-2,D1,card,1760
TX001051,C0112,2026-03-15T04:46:00,204.71,retail,City-2,D1,card,1016
TX001052,C0128,2026-01-24T14:58:00,89.67,travel,City-3,D2,card,888
TX001053,C0270,2026-03-18T12:21:00,77.86,grocery,City-0,D0,card,859
TX001054,C0177,2026-02-07T15:36:00,387.59,grocery,City-2,D0,card,397
TX001055,C0162,2026-03-11T13:51:00,69.16,retail,City-2,D0,card,1541
TX001056,C0100,2026-01-06T08:33:00,382.14,travel,City-0,D1,card,1554
TX001057,C0123,2026-01-12T03:52:00,141.21,grocery,City-3,D0,card,1286
TX001058,C0071,2026-03-10T00:47:00,609.1,travel,City-1,D2,card,397
TX001059,C0014,2026-02-22T23:48:00,197.18,retail,City-4,D2,card,64
TX001060,C0067,2026-02-19T14:54:00,109.01,retail,City-2,D1,card,474
TX001061,C0010,2026-02-05T13:27:00,74.31,cash,City-0,D1,card,1838
TX001062,C0033,2026-01-03T15:30:00,188.74,grocery,City-3,D0,card,413
TX001063,C0144,2026-02-12T16:44:00,163.81,grocery,City-4,D0,card,1276
TX001064,C0296,2026-02-15T03:35:00,4665.65,grocery,City-18,D8458,card,1029
TX001065,C0048,2026-02-09T10:57:00,252.6,retail,City-3,D0,card,1152
TX001066,C0221,2026-01-20T06:59:00,170.2,grocery,City-1,D2,card,812
TX001067,C0194,2026-01-01T09:30:00,85.14,cash,City-4,D2,card,177
TX001068,C0146,2026-02-08T18:07:00,127.08,cash,City-1,D2,card,1321
TX001069,C0165,2026-01-28T18:36:00,244.45,retail,City-0,D0,card,1183
TX001070,C0119,2026-03-29T00:36:00,182.63,travel,City-4,D2,card,1506
TX001071,C0105,2026-01-13T07:33:00,377.74,cash,City-0,D0,card,63
TX001072,C0226,2026-01-25T16:20:00,40.76,retail,City-1,D1,card,387
TX001073,C0299,2026-01-17T21:04:00,549.82,travel,City-4,D2,card,1523
TX001074,C0170,2026-02-09T07:36:00,100.13,grocery,City-0,D2,card,941
TX001075,C0141,2026-03-15T07:54:00,191.46,travel,City-1,D0,card,1201
TX001076,C0137,2026-02-09T06:17:00,231.97,retail,City-2,D2,card,1371
TX001077,C0259,2026-02-15T16:39:00,342.19,retail,City-4,D1,card,61
TX001078,C0066,2026-01-22T06:34:00,335.33,cash,City-1,D0,card,1118
TX001079,C0107,2026-03-06T07:25:00,176.14,grocery,City-2,D2,card,1416
TX001080,C0294,2026-02-07T00:21:00,237.42,cash,City-4,D0,card,845
TX001081,C0252,2026-03-12T19:31:00,321.6,retail,City-2,D0,card,619
TX001082,C0012,2026-03-03T09:44:00,393.88,travel,City-2,D0,card,1658
TX001083,C0265,2026-03-15T23:50:00,126.55,retail,City-9,D4824,card,1304
TX001084,C0082,2026-01-01T13:16:00,285.77,grocery,City-2,D1,card,1195
TX001085,C0041,2026-03-09T07:19:00,314.38,cash,City-1,D2,card,98
TX001086,C0060,2026-01-29T17:59:00,231.46,retail,City-0,D0,card,1730
TX001087,C0026,2026-03-03T20:41:00,288.41,travel,City-1,D2,card,1238
TX001088,C0006,2026-01-12T03:20:00,296.13,cash,City-1,D0,card,590
TX001089,C0081,2026-03-23T22:38:00,248.97,retail,City-1,D0,card,1211
TX001090,C0088,2026-03-24T15:30:00,126.23,travel,City-3,D1,card,718
TX001091,C0130,2026-01-22T21:14:00,198.65,travel,City-0,D1,card,1425
TX001092,C0155,2026-02-21T17:18:00,177.72,travel,City-0,D2,card,663
TX001093,C0116,2026-03-25T08:06:00,354.35,travel,City-1,D2,card,1527
TX001094,C0180,2026-01-12T11:42:00,230.05,cash,City-0,D0,card,1665
TX001095,C0032,2026-02-27T15:46:00,161.05,cash,City-2,D2,card,665
TX001096,C0067,2026-02-17T02:10:00,186.53,grocery,City-2,D1,card,1367
TX001097,C0207,2026-03-30T20:23:00,155.08,travel,City-2,D0,card,1256
TX001098,C0266,2026-02-26T22:21:00,228.91,grocery,City-1,D2,card,1784
TX001099,C0053,2026-03-31T01:41:00,136.15,travel,City-3,D2,card,700
TX001100,C0263,2026-02-10T23:35:00,102.46,retail,City-3,D2,card,1604
TX001101,C0036,2026-03-23T21:29:00,70.6,cash,City-1,D0,card,1747
TX001102,C0097,2026-02-22T18:35:00,84.69,cash,City-2,D1,card,230
TX001103,C0122,2026-03-07T13:21:00,68.11,grocery,City-2,D2,card,1157
TX001104,C0263,2026-03-18T10:26:00,64.13,retail,City-3,D2,card,1322
TX001105,C0145,2026-02-17T15:11:00,96.88,cash,City-0,D1,card,1732
TX001106,C0188,2026-02-13T13:24:00,302.66,travel,City-3,D2,card,1302
TX001107,C0046,2026-03-30T11:09:00,397.02,travel,City-1,D1,card,1069
TX001108,C0056,2026-01-23T01:29:00,159.45,travel,City-1,D2,card,1269
TX001109,C0295,2026-01-05T09:04:00,511.27,travel,City-0,D1,card,963
TX001110,C0234,2026-02-22T05:05:00,668.04,retail,City-4,D0,card,590
TX001111,C0222,2026-02-26T08:20:00,167.7,retail,City-2,D0,card,1878
TX001112,C0071,2026-01-08T05:01:00,71.97,grocery,City-1,D2,card,1354
TX001113,C0214,2026-01-06T18:47:00,319.09,grocery,City-4,D1,card,1154
TX001114,C0073,2026-01-02T01:23:00,110.56,grocery,City-3,D1,card,69
TX001115,C0095,2026-02-26T01:34:00,2062.92,grocery,City-14,D8854,card,1839
TX001116,C0174,2026-02-16T03:44:00,149.61,retail,City-4,D0,card,1542
TX001117,C0243,2026-03-11T03:03:00,202.62,retail,City-3,D0,card,1310
TX001118,C0093,2026-01-18T23:18:00,211.04,grocery,City-3,D0,card,1217
TX001119,C0189,2026-01-23T14:53:00,106.27,retail,City-4,D0,card,924
TX001120,C0002,2026-02-14T01:59:00,376.31,grocery,City-2,D2,card,1333
TX001121,C0178,2026-03-28T08:31:00,294.25,grocery,City-3,D1,card,1993
TX001122,C0105,2026-02-16T19:55:00,179.2,travel,City-0,D0,card,545
TX001123,C0230,2026-02-28T20:03:00,68.49,grocery,City-0,D2,card,1318
TX001124,C0232,2026-03-15T05:41:00,793.16,grocery,City-2,D1,card,429
TX001125,C0070,2026-03-29T01:54:00,54.5,travel,City-0,D1,card,1517
TX001126,C0059,2026-03-12T14:47:00,65.24,grocery,City-4,D2,card,995
TX001127,C0180,2026-02-03T12:10:00,293.8,cash,City-0,D0,card,1084
TX001128,C0263,2026-01-30T08:41:00,85.73,travel,City-3,D2,card,1583
TX001129,C0130,2026-02-16T11:30:00,57.71,retail,City-0,D1,card,246
TX001130,C0002,2026-03-12T07:53:00,434.61,travel,City-2,D2,card,638
TX001131,C0184,2026-03-11T01:02:00,329.32,retail,City-4,D1,card,1136
TX001132,C0265,2026-01-20T16:11:00,134.9,retail,City-0,D1,card,375
TX001133,C0094,2026-01-14T14:14:00,76.4,cash,City-4,D1,card,1210
TX001134,C0068,2026-02-27T14:20:00,42.27,cash,City-3,D2,card,1619
TX001135,C0067,2026-03-11T10:12:00,92.23,retail,City-2,D1,card,1092
TX001136,C0245,2026-03-05T07:14:00,259.4,travel,City-0,D2,card,1959
TX001137,C0180,2026-01-15T02:10:00,2805.27,retail,City-5,D9296,card,588
TX001138,C0153,2026-02-04T19:36:00,434.11,grocery,City-3,D0,card,505
TX001139,C0150,2026-01-21T14:04:00,556.8,grocery,City-0,D0,card,1886
TX001140,C0151,2026-02-05T20:42:00,598.51,grocery,City-1,D1,card,965
TX001141,C0044,2026-03-17T18:06:00,443.36,retail,City-4,D2,card,846
TX001142,C0174,2026-03-19T03:36:00,97.25,cash,City-4,D0,card,189
TX001143,C0124,2026-03-09T09:40:00,33.77,cash,City-4,D1,card,1665
TX001144,C0087,2026-03-17T04:28:00,182.94,grocery,City-2,D0,card,918
TX001145,C0109,2026-01-02T08:14:00,297.33,travel,City-4,D1,card,1804
TX001146,C0193,2026-01-21T19:52:00,558.99,travel,City-3,D1,card,1643
TX001147,C0088,2026-03-16T07:00:00,514.4,cash,City-4,D8401,card,597
TX001148,C0172,2026-02-15T21:34:00,175.55,grocery,City-2,D1,card,1235
TX001149,C0225,2026-03-09T19:16:00,274.12,retail,City-0,D0,card,1854
TX001150,C0054,2026-02-24T03:10:00,411.27,grocery,City-4,D0,card,1027
TX001151,C0208,2026-02-26T00:52:00,61.77,grocery,City-3,D1,card,1121
TX001152,C0239,2026-01-12T03:11:00,354.49,retail,City-10,D9788,card,384
TX001153,C0089,2026-01-30T19:20:00,120.16,grocery,City-4,D2,card,739
TX001154,C0262,2026-01-22T01:52:00,165.61,retail,City-2,D1,card,1717
TX001155,C0068,2026-01-04T11:05:00,21.39,travel,City-3,D2,card,1134
TX001156,C0095,2026-01-30T00:14:00,218.24,cash,City-0,D2,card,183
TX001157,C0268,2026-03-11T06:50:00,64.7,grocery,City-3,D1,card,129
TX001158,C0197,2026-02-28T13:49:00,595.38,retail,City-2,D2,card,230
TX001159,C0018,2026-02-23T01:23:00,5292.51,retail,City-6,D9802,card,1982
TX001160,C0145,2026-03-26T13:22:00,86.34,travel,City-0,D1,card,1308
TX001161,C0092,2026-03-08T00:20:00,356.62,retail,City-2,D2,card,274
TX001162,C0264,2026-01-30T20:42:00,369.86,travel,City-4,D0,card,1679
TX001163,C0283,2026-01-05T05:12:00,194.01,retail,City-3,D1,card,408
TX001164,C0181,2026-01-01T09:15:00,318.45,grocery,City-1,D1,card,1326
TX001165,C0165,2026-01-31T17:45:00,921.39,retail,City-7,D1203,card,1465
TX001166,C0159,2026-03-09T00:59:00,120.71,travel,City-4,D0,card,439
TX001167,C0204,2026-01-11T16:59:00,24.37,cash,City-4,D0,card,245
TX001168,C0292,2026-03-09T08:47:00,649.29,cash,City-2,D1,card,441
TX001169,C0162,2026-03-17T01:37:00,163.05,retail,City-2,D0,card,616
TX001170,C0137,2026-03-30T12:24:00,215.31,retail,City-2,D2,card,687
TX001171,C0278,2026-03-22T23:08:00,227.63,grocery,City-3,D2,card,1742
TX001172,C0073,2026-01-29T18:57:00,129.29,grocery,City-3,D1,card,1167
TX001173,C0134,2026-01-31T05:38:00,310.1,grocery,City-4,D2,card,168
TX001174,C0036,2026-03-20T15:30:00,48.14,retail,City-1,D0,card,886
TX001175,C0030,2026-03-26T04:42:00,486.4,retail,City-0,D0,card,134
TX001176,C0001,2026-03-29T17:58:00,282.96,cash,City-1,D1,card,66
TX001177,C0274,2026-03-10T11:09:00,257.53,travel,City-4,D1,card,1200
TX001178,C0188,2026-03-05T09:00:00,639.95,grocery,City-3,D2,card,1285
TX001179,C0169,2026-01-10T20:39:00,278.05,grocery,City-4,D1,card,1807
TX001180,C0078,2026-01-04T22:53:00,201.79,travel,City-3,D0,card,851
TX001181,C0060,2026-01-09T07:53:00,342.09,grocery,City-0,D0,card,1320
TX001182,C0018,2026-02-10T00:29:00,220.02,cash,City-3,D0,card,1186
TX001183,C0262,2026-03-16T06:52:00,110.9,grocery,City-2,D1,card,1053
TX001184,C0058,2026-02-06T02:27:00,59.6,retail,City-3,D1,card,1753
TX001185,C0265,2026-03-07T20:07:00,70.01,grocery,City-0,D1,card,1787
TX001186,C0260,2026-02-12T15:41:00,162.89,cash,City-0,D2,card,1324
TX001187,C0262,2026-02-07T01:05:00,294.03,grocery,City-2,D1,card,1970
TX001188,C0226,2026-03-08T19:56:00,46.22,retail,City-1,D1,card,1146
TX001189,C0219,2026-03-29T06:04:00,131.46,cash,City-4,D0,card,384
TX001190,C0113,2026-01-17T01:09:00,501.26,cash,City-3,D2,card,1226
TX001191,C0166,2026-03-08T14:06:00,143.65,grocery,City-1,D1,card,1278
TX001192,C0134,2026-03-26T18:42:00,341.93,cash,City-4,D2,card,1977
TX001193,C0175,2026-01-29T13:07:00,105.72,grocery,City-0,D1,card,1672
TX001194,C0027,2026-03-09T18:48:00,18.93,travel,City-2,D0,card,1071
TX001195,C0100,2026-03-31T23:10:00,1779.63,retail,City-19,D3535,card,778
TX001196,C0127,2026-01-26T15:59:00,111.13,travel,City-2,D1,card,1396
TX001197,C0103,2026-01-08T01:53:00,488.96,cash,City-3,D1,card,100
TX001198,C0122,2026-03-13T11:59:00,86.39,travel,City-2,D2,card,1707
TX001199,C0259,2026-01-14T04:12:00,2245.82,grocery,City-18,D7926,card,892
TX001200,C0043,2026-01-31T22:37:00,73.36,grocery,City-3,D1,card,516
TX001201,C0134,2026-01-15T11:23:00,292.55,grocery,City-4,D2,card,1399
TX001202,C0216,2026-03-01T22:14:00,94.43,cash,City-1,D0,card,699
TX001203,C0209,2026-01-04T19:27:00,319.88,cash,City-4,D2,card,617
TX001204,C0113,2026-01-07T05:56:00,445.42,retail,City-3,D2,card,1342
TX001205,C0228,2026-01-19T08:10:00,268.59,travel,City-3,D0,card,1325
TX001206,C0187,2026-02-28T14:02:00,89.3,travel,City-2,D1,card,1203
TX001207,C0098,2026-02-07T12:00:00,52.25,grocery,City-3,D2,card,1299
TX001208,C0009,2026-01-07T22:53:00,139.21,grocery,City-4,D0,card,1772
TX001209,C0128,2026-03-27T15:57:00,90.94,retail,City-3,D2,card,1661
TX001210,C0007,2026-01-29T09:54:00,1374.96,travel,City-2,D1,card,1206
TX001211,C0020,2026-02-28T12:27:00,296.07,travel,City-0,D2,card,1451
TX001212,C0048,2026-01-20T11:25:00,400.0,cash,City-3,D0,card,1402
TX001213,C0270,2026-03-12T12:10:00,23.44,retail,City-0,D0,card,1564
TX001214,C0198,2026-01-08T17:45:00,123.4,grocery,City-3,D0,card,1862
TX001215,C0063,2026-02-20T13:39:00,158.29,retail,City-3,D0,card,943
TX001216,C0035,2026-02-09T00:52:00,142.24,grocery,City-0,D2,card,671
TX001217,C0112,2026-01-24T01:49:00,1245.29,travel,City-3,D2089,card,1118
TX001218,C0117,2026-03-07T15:23:00,350.23,cash,City-2,D0,card,476
TX001219,C0150,2026-03-15T15:07:00,397.19,travel,City-0,D0,card,682
TX001220,C0178,2026-01-17T23:39:00,797.3,grocery,City-3,D1,card,91
TX001221,C0038,2026-03-28T09:28:00,328.22,cash,City-3,D2,card,788
TX001222,C0299,2026-02-14T01:10:00,260.94,cash,City-4,D2,card,1866
TX001223,C0039,2026-02-28T03:20:00,191.86,travel,City-4,D0,card,1857
TX001224,C0044,2026-02-24T02:09:00,759.11,cash,City-4,D2,card,1326
TX001225,C0095,2026-02-08T10:10:00,360.24,travel,City-0,D2,card,1665
TX001226,C0143,2026-01-19T09:02:00,221.04,retail,City-3,D2,card,284
TX001227,C0112,2026-03-15T01:39:00,254.22,grocery,City-2,D1,card,1922
TX001228,C0142,2026-01-25T08:21:00,189.51,travel,City-2,D1,card,1088
TX001229,C0199,2026-02-16T03:25:00,2646.91,cash,City-18,D6542,card,1074
TX001230,C0052,2026-01-17T01:00:00,366.98,retail,City-2,D1,card,155
TX001231,C0192,2026-03-03T16:16:00,101.62,cash,City-2,D0,card,1487
TX001232,C0088,2026-01-05T23:14:00,93.03,grocery,City-3,D1,card,308
TX001233,C0280,2026-02-16T15:42:00,39.84,travel,City-0,D1,card,153
TX001234,C0181,2026-03-27T00:04:00,451.74,retail,City-1,D1,card,282
